Client Number,Name,State,Address,City,"Longitude , Latitude"
KY4443C,K&T Beauty Supply (KY4443C),KY,"4443 Cane Run Rd, Louisville, KY 40216",Louisville,"38.1949641, -85.84047"
KY139,Bundles n wigs beauty supply,KY,"139 E New Circle Rd STE 110, Lexington, KY 40505",Louisville,"38.0648027, -84.4677639"
GA4437,5 STAR BEAUTY,GA,"4437 COLUMBUS RD STE:C, MACON, GA 31206",MACON,"32.8251575, -83.71542869999999"
GA642,5 STAR BEAUTY,GA,"642 SHURLING DR, MACON, GA 31211",MACON,"32.8609293, -83.6122056"
GA3217,BEAUTY QUEEN 98C STORE,GA,"3217 MERCER UNIVERSITY DR, MACON, GA 31204",MACON,"32.8239328, -83.6825042"
GA1340,BEAUTY QUEEN 98C STORE,GA,"1340 GRAY HIGHWAY, MACON, GA 31211",MACON,"32.86195680000001, -83.61530359999999"
GA3920,HAIR ZONE BEAUTY SUPPLY,GA,"3920 PIO NONO AVE, MACON, GA 31206",MACON,"32.7938031, -83.6668203"
GA4551,HAIR DEPOT,GA,"4551 BILLY WILLIAMSON DR, MACON, GA31206",MACON,"32.805295, -83.6934887"
GA4601,5 STAR BEAUTY,GA,"4601 SKIDAWAY RD, SAVANNAH, GA 31404",SAVANNAH,"32.0273631, -81.0710701"
GA1940,BEAUTY & BEYOND,GA,"1940 MILLS B LANE BLVD #E, SAVANNAH, GA 31405",SAVANNAH,"32.0539206, -81.1393143"
GA711,BEAUTY & BEYOND,GA,"711 E MONTGOMERY CROSS RD, SAVANNAH, GA 31406",SAVANNAH,"31.993009, -81.1007114"
GA628,BEAUTY & BEYOND,GA,"628 MARTIN LUTHER KING JR BLVD, SAVANNAH, GA 31401",SAVANNAH,"32.06872, -81.1016012"
GA1900,BEAUTY GIANT,GA,"1900 E VICTORY DR SUITE D6, SAVANNAH, GA 31404",SAVANNAH,"32.0421397, -81.0659043"
GA2125,ROYAL BEAUTY SUPPLY,GA,"2125 E VICTORY DR, SAVANNAH, GA 31404",SAVANNAH,"32.0397353, -81.06352590000002"
GA3705,MECCA FASHION,GA,"3705 MONTGOMERY ST, SAVANNAH, GA 31405",SAVANNAH,"32.0460376, -81.10964659999999"
GA8303,IT'S AMAZING BEAUTY,GA,"8303 WHITE BLUFF RD #A, SAVANNAH, GA31406",SAVANNAH,"31.9989738, -81.1226425"
GA201,PRINCESS BEAUTY SUPPLY,GA,"201 E MONTGOMERY CROSS RD, SAVANNAH, GA31406",SAVANNAH,"31.9970662, -81.1190854"
GA3240,5 STAR BEAUTY,GA,"3240 S COBB DR SE SUITE 700, SMYRNA, GA 30080",SMYRNA,"33.8594405, -84.51711"
GA4632,5 STAR BEAUTY,GA,"4632 HICKS RD, MABLETON, GA 30126",MABLETON,"33.8448164, -84.578643"
GA1005,5 STAR BEAUTY,GA,"1005 RUSSELL PKWY, WARNER ROBINS, GA 31088",WARNER ROBINS,"32.5936685, -83.6568249"
GA1557,5 STAR BEAUTY,GA,"1557 WATSON BLVD, WARNER ROBINS, GA 31093",WARNER ROBINS,"32.6183461, -83.6479523"
GA1846,BEAUTY QUEEN BEAUTY SUPPLY,GA,"1846 WATSON BLVD, WARNER ROBINS, GA 31093",WARNER ROBINS,"32.6186761, -83.6398473"
GA109,BEAUTY QUEEN BEAUTY SUPPLY,GA,"109 RUSSELL PKWY, WARNER ROBINS, GA 31088",WARNER ROBINS,"32.5923839, -83.62480049999999"
GA2724,ECON BEAUTY SUPPLY,GA,"2724 WATSON BLVD STE A, WARNER ROBINS, GA31093",WARNER ROBINS,"32.6205305, -83.6747607"
GA1835,5 STAR BEAUTY,GA,"1835 N COLUMBIA ST, MILLEDGEVILLE, GA 31061",MILLEDGEVILLE,"33.1200837, -83.2616317"
GA1810,BEAUTY QUEEN 98C STORE,GA,"1810 N COLUMBIA ST, MILLEDGEVILLE, GA 31061",MILLEDGEVILLE,"33.1016969, -83.2511303"
GA147,BEAUTY & BEYOND,GA,"147 ATLANTA CONNECTOR, BRUNSWICK, GA 31525",BRUNSWICK,"31.1536336, -81.4822716"
GA229,BEAUTY & BEYOND,GA,"229 W GENERAL SCREVEN WAY SUITE K, HINESVILLE, GA 31313",HINESVILLE,"31.8488344, -81.6062725"
GA104,PARADISE BEAUTY,GA,"104 W GENERAL SCREVEN WAY, HINESVILLE, GA 31313",HINESVILLE,"31.8461031, -81.6030934"
GA1001,BEAUTY DEPOT SUPER CENTER,GA,"1001 N SLAPPEY BLVD, ALBANY, GA31701",ALBANY,"31.5906201, -84.1773896"
GA6575,BEAUTY QUEEN,GA,"6575 WHITTLESEY BLVD SUIT A-100, COLUMBUS, GA 31909",COLUMBUS,"32.5467935, -84.941567"
GA3465,BEAUTY QUEEN 98C STORE,GA,"3465 MACON RD, COLUMBUS, GA 31907",COLUMBUS,"32.4846343, -84.9381179"
GA502,BEAUTY QUEEN 98C STORE,GA,"502 BROWN AVE, COLUMBUS, GA 31906",COLUMBUS,"32.4555267, -84.9601543"
GA1920,BEST BEAUTY,GA,"1920 AUBURN AVE, COLUMBUS, GA 31906",COLUMBUS,"32.485872, -84.9457288"
GA915,EXPRESS BEAUTY SUPPLY,GA,"915 AMBER DR B, COLUMBUS, GA 31907",COLUMBUS,"32.4719877, -84.8923181"
GA245,GA'S BEAUTY SUPPLY,GA,"245 HOPKINS CORNER DR, WAYNESBORO, GA 30830",WAYNESBORO,"33.1053921, -82.0233915"
GA1515,BEAUTY WORLD BEAUTY SUPPLY,GA,"1515 N ASHLEY ST, VALDOSTA, GA 31602",VALDOSTA,"30.850423, -83.2802227"
GA1715,EMPIRE HAIR & BEAUTY SUPPLY,GA,"1715 NORMAN DR, VALDOSTA, GA31601",VALDOSTA,"30.8411647, -83.31772610000002"
GA4855,SEVEN DAUGHTERS BEAUTY SUPPLY,GA,"4855 OLD NATIONAL HWY STE B, ATLNTA,GA30337",ATLNTA,"33.6226007, -84.47677"
GA4800,EMPRESS BEAUTY SUPPLY,GA,"4800 REDAN RD, STONE MOUNTAIN, GA30088",STONE MOUNTAIN,"33.8227652, -84.2185527"
GA1865,EMPRESS BEAUTY SUPPLY,GA,"1865 MOUNT ZION RD, MORROW, GA30260",MORROW,"33.5679924, -84.3316481"
GA1631,HAIR GLOBAL AUGUSTA,GA,"1631 GORDON HWY STE 7A, AUGUSTA, GA 30906",AUGUSTA,"33.4414832, -82.0145055"
GA1647,IT'S AMAZING BEAUTY SUPPLY,GA,"1647 GORDON HWY, AUGUSTA, GA 30906",AUGUSTA,"33.4404, -82.0178593"
GA525,GATE 2 BEAUTY SUPPLY,GA,"525 E ROBINSON AVE, GROVETOWN, GA30813",GROVETOWN,"33.4438824, -82.186622"
GA1217,ELEGANT BEAUTY SUPPLY,GA,"1217 16TH AVE E, CORDELE, GA 31015",CORDELE,"31.9612703, -83.7589942"
SC117,KING'S BEAUTY SUPPLY,SC,"117 W BUTLER RD, MAULDIN, SC 29662",MAULDIN,"34.7767716, -82.3107847"
SC506,Empire Beauty Supply,SC,"506 pearl st. , Darlington, SC29532",Darlington,"34.299371, -79.87838479999999"
SC969,BEAUTY A PLUS,SC,"969 SOUTH GOVERNOR WILLIAMS HWY, DARLINGTON, SC29532",DARLINGTON,"34.2835978, -79.8612057"
SC1344,HAIR DEPOT,SC,"1344 BYPASS 25NE, GREENWOOD, SC29649",GREENWOOD,"34.2150571, -82.1511862"
SC458,UNIQUE BEAUTY SUPPLY,SC,"458 LEE ST, JOHNSTON, SC 29832",JOHNSTON,"33.8325628, -81.8019471"
SC875,IMAN'S BEAUTY SUPPLY,SC,"875 ALBRIGHT RD SUITE 125, ROCK HILL, SC 29730",ROCK HILL,"34.908038, -81.0198003"
SC812,IT'S AMAZING BEAUTY SUPPLY,SC,"812 ELM ST E, HAMPTON, SC 29924",HAMPTON,"32.8586551, -81.0975907"
SC975,New York Beauty & Fashion,SC,975 BACONS BRIDGE RD UNIT 168,Summerville,"32.9958552, -80.18569169999999"
SC217,YORK BEAUTY SUPPLY,SC,"217 S CONGRESS ST. STE B, YORK, SC29745",YORK,"34.9926442, -81.2422712"
SC106,HENRY&GINNY'S BEAUTY SUPPLY,SC,"106 W BROAD ST, HEMINGWAY, SC29554",HEMINGWAY,"33.7534179, -79.4479827"
SC142,HAIR ZONE BEAUTY SUPPLIES,SC,"142 ST JAMES AVE, GOOSE CREEK, SC 29445",GOOSE CREEK,"33.0028785, -80.04083589999999"
SC1316,HAIR ZONE BEAUTY SUPPLIES,SC,"1316 RED BANK RD, GOOSE CREEK, SC 29445",GOOSE CREEK,"32.9691224, -80.0111477"
SC10592,HAIR ZONE,SC,"10592 DUNBARTON BLVD, BARNWELL, SC 29812",BARNWELL,"33.2416757, -81.3827893"
SC1034,HAIR ZONE BEAUTY SUPPLY,SC,"NORTHSAIDE PLAZA SHOPPING CENTER, 1034 YORK ST NE, AIKEN, SC 29801",AIKEN,"33.5748774, -81.70308849999999"
SC113,5 STAR BEAUTY SUPPLY,SC,"113 COLLEGE PARK RD STE G, LADSON, SC 29456",LADSON,"33.0057723, -80.0878792"
SC1508,EMPIRE BEAUTY,SC,"1508 ST MATTHEWS RD NE, ORANGEBURG, SC 29118",ORANGEBURG,"33.5136525, -80.8594534"
SC2026,KING'S BEAUTY,SC,"2026 COLUMBIA RD, ORANGEBURG, SC 29118",ORANGEBURG,"33.5163614, -80.86434249999999"
SC619,HOLLYWOOD BEAUTY SUPPLY,SC,"619 HARRY C RAYSOR DR, ST MATTHEWS, SC29135",ST MATTHEWS,"33.6604509, -80.7783978"
SC101,EMPIRE HAIR & BEAUTY SUPPLY,SC,"101 VERDAE BLVD #520, GREENVILLE, SC 29607",GREENVILLE,"34.8219133, -82.3395755"
SC2100,HAIR DEPOT,SC,"2100 WADE HAMPTON BLVD, GREENVILLE, SC 29615",GREENVILLE,"34.8844393, -82.3521399"
SC3336,KING'S BEAUTY SUPPLY,SC,"3336 AUGUSTA RD #2150, GREENVILLE, SC 29605",GREENVILLE,"34.8067203, -82.37978939999999"
SC10,GLAMOUR BEAUTY SUPPLY,SC,"10 SAMS POINT RD UNIT A1, BEAUFORT, SC 29902",BEAUFORT,"32.443907, -80.648215"
SC330,GLAMOUR BEAUTY SUPPLY,SC,"330 ROBERT SMALLS PKWY #15B, BEAUFORT, SC 29906",BEAUFORT,"32.4272902, -80.7301031"
SC2127,GLAMOUR BEAUTY SUPPLY,SC,"2127 BOUNDARY ST, BEAUFORT, SC 29902",BEAUFORT,"32.443713, -80.6927302"
SC280,BEAUTY SUPPLY & BEYOND,SC,"280 A S PIKE W, SUMTER, SC 29150",SUMTER,"33.9547373, -80.3728084"
SC947,HAIR DEPOT,SC,"947 S IRBY ST, FLORENCE, SC 29501",FLORENCE,"34.1851032, -79.7673463"
SC5101,HAIR DEPOT,SC,"5101 ASHLEY PHOSPHATE RD, CHARLESTON, SC 29418",CHARLESTON,"32.926747, -80.0795798"
SC3421,BEAUTY MASTERS,SC,"3421 RIVERS AVE #101, NORTH CHARLESTON, SC 29405",NORTH CHARLESTON,"32.8643724, -79.988254"
SC2000,UNIQUE BEAUTY SUPPLY,SC,"2000 MCMILLAN AVE, NORTH CHARLESTON, SC 29405",NORTH CHARLESTON,"32.8594785, -79.98043679999999"
SC65,HAIR TOPIC,SC,"65 SYCAMORE AVE UNIT E,CHARLESTON, SC 29407",HARLESTON,"32.7910885, -79.9894753"
SC7400,WIGS AND THINGS,SC,"7400 RIVERS AVE STE I, NORTH CHARLESTON, SC 29406",NORTH CHARLESTON,"32.925557, -80.0326485"
SC2150,DIVA BEAUTY SUPPLY,SC,"2150 NORTHWOODS BLVD K844, NORTH CHARLESTON, SC 29406",NORTH CHARLESTON,"32.9434158, -80.04395579999999"
SC3728,98 Cents & Fashion,SC,"3728 Ashley phosphate Rd, NORTH CHARLESTON, SC29418",NORTH CHARLESTON,"32.937747, -80.0573983"
SC4391,J BEAUTY SUPPLY,SC,"4391 DORCHESTER RD, SUITE210, NORTH CHARLESTON, SC29405",SUITE210,"32.898283, -80.0750606"
SC2230,HAIR DEPOT,SC,"2230 DECKER BLVD SUITE A, COLUMBIA, SC 29206",COLUMBIA,"34.053511, -80.9466593"
SC2355,HAIR DEPOT,SC,"2355 BROAD RIVER RD, COLUMBIA, SC 29210",COLUMBIA,"34.0413645, -81.0974104"
SC2730,KING'S BEAUTY SUPPLY,SC,"2730 BROAD RIVER RD, COLUMBIA, SC 29210",COLUMBIA,"34.046083, -81.1009138"
SC6432,KING'S BEAUTY SUPPLY,SC,"6432 TWO NOTCH RD, COLUMBIA, SC 29223",COLUMBIA,"34.057573, -80.9674635"
SC1600,HAIR DEPOT,SC,"1600 JOHN B WHITE SR BLVD STE 1010B, SPARTANBURG, SC 29301",SPARTANBURG,"34.928858, -81.9610065"
SC324,HOUSE OF BEAUTY SUPPLY,SC,"324 N MAIN ST, BISHOPVILLE, SC 29010",BISHOPVILLE,"34.2225434, -80.2429615"
SC386,GLAMOUR BEAUTY SUPPLY,SC,"386 D MARK CUMMINGS RD #107, HARDEEVILLE, SC 29927",HARDEEVILLE,"32.3090235, -80.9756305"
SC103,GLAMOUR BEAUTY SUPPLY,SC,"103 SEA ISLAND PKWY, LADY'S ISLAND, SC 29907",LADY'S ISLAND,"32.4165955, -80.6558056"
SC361,NYC BEAUTY,SC,"361 BELLS HWY, WALTERBORO, SC 29488",WALTERBORO,"32.9238478, -80.6821318"
SC429,KJ BEAUTY SUPPLY,SC,"429 BROOKS RD, ANDREWS, SC 29510",ANDREWS,"33.4484217, -79.55172329999999"
NC2536,BEAUTY & US SUPPLY,NC,"2536 ONSLOW DR, JACKSONVILLE, NC 28540",JACKSONVILLE,"34.7581229, -77.4124837"
NC1910,BEAUTY GIANT,NC,"1910 PAMALEE, FAYETTEVILLE, NC 28301",FAYETTEVILLE,"35.0868185, -78.9306149"
NC3716,LAVISH BEAUTY SUPPLY,NC,"3716 RAMSEY ST, FAYETTEVILLE, NC 28311",FAYETTEVILLE,"35.1105942, -78.87873479999999"
NC2724,PREMIER HAIR & BEAUTY,NC,"2724 BRAGG BLVD, FAYETTEVILLE, NC28303",FAYETTEVILLE,"35.0738629, -78.9251482"
NC239,DIVA BEAUTY SUPPLY HUMAN HAIR&WIG,NC,"239 S GRAHAM HOPEDALE RD, BURLINGTON, NC 27217",BURLINGTON,"36.0941541, -79.4066239"
NC513,DUKES BEAUTY SUPPLY,NC,"513 E ASH ST, GOLDSBORO, NC 27530",GOLDSBORO,"35.3837537, -77.9878956"
NC567,ULTRA BEAUTY SUPPLY,NC,"567 E NEW HOPE RD, GOLDSBORO, NC 27534",GOLDSBORO,"35.3864423, -77.9033785"
NC1017,HAIRCASA BEAUTY SUPPLY,NC,"1017 N SPENCE AVE, GOLDSBORO, NC27534",GOLDSBORO,"35.3882395, -77.9490587"
NC1232,EGO BEAUTY SUPPLY,NC,"1232 WAUGHTOWN ST, WINSTON-SALEM, NC 27107",WINSTON-SALEM,"36.0685173, -80.2124801"
NC1497,EGO BEAUTY SUPPLY,NC,"1497 NEW WALKERTOWN RD, WINSTON-SALEM, NC 27101",WINSTON-SALEM,"36.1033034, -80.2263367"
NC5383,EGO BEAUTY SUPPLY,NC,"5383 SHATTALON DR, WINSTON-SALEM, NC 27106",WINSTON-SALEM,"36.1727275, -80.30340410000001"
NC675,HOLLYWOOD BEAUTY SUPPLY,NC,"675 PETERS CREEK PKWY, WINSTON-SALEM, NC 27103",WINSTON-SALEM,"36.0823052, -80.2565458"
NC3015,HAIR DEPOT,NC,"3015 WAUGHTOWN ST#110, WINSTON-SALEM,NC27107",WINSTON-SALEM,"36.0786716, -80.18096709999999"
NC3709,UNIQUE HAIR & BEAUTY SUPPLY,NC,"3709 N CHURCH SST, GREENSBORO, NC 27405",GREENSBORO,"36.132013, -79.789813"
NC5555,ZENA BEAUTY SUPPLY,NC,"5555 W MARKET ST, GREENSBORO, NC 27409",GREENSBORO,"36.0760876, -79.8927219"
NC3205,BEAUTY GIANT,NC,"3205 S HOLDEN RD, GREENSBORO, NC 27407",GREENSBORO,"36.0419202, -79.850277"
NC4623,BEAUTY LAND,NC,"4623 HIGH POINT RD B, GREENSBORO, NC 27407",GREENSBORO,"36.036662, -79.851949"
NC1431,BEAUTY LAND,NC,"1431 E CONE BLVD, GREENSBORO, NC 27405",GREENSBORO,"36.1129779, -79.7627311"
NC2924,EZ HAIR BEAUTY SUPPLY,NC,"2924 W GATE CITY BLVD, GREENSBORO, NC 27403",GREENSBORO,"36.0500248, -79.83537070000001"
NC4616,TWINS BEAUTY SUPPLY,NC,"4616 W MARKET ST, GREENSBORO, NC 27407",GREENSBORO,"36.0714242, -79.8634721"
NC127,A BEAUTY SUPPLY,NC,"127 N FAIRVIEW RD, ROCKY MOUNT, NC 27801",ROCKY MOUNT,"35.9312101, -77.7723249"
NC872,BEAUTY LAND,NC,"872 W RALEIGH BLVD, ROCKY MOUNT, NC 27803",ROCKY MOUNT,"35.9263178, -77.8175213"
NC1401,BEAUTY LAND 2,NC,"1401 E RALEIGH BLVD, ROCKY MOUNT, NC 27804",ROCKY MOUNT,"35.9328299, -77.8121575"
NC810,BREAM BEAUTY & TOBACCO,NC,"810 HARBOUR W DR, ROCKY MOUNT, NC 27803",ROCKY MOUNT,"35.9364172, -77.8278883"
NC2201,QUEENS BEAUTY SUPPLY,NC,"2201 ST. ANDREW ST, TARBORO, NC 27886",TARBORO,"35.9137183, -77.5420134"
NC2512,ADORIA BEAUTY CENTERS,NC,"2512 S MEMORIAL DR, GREENVILLE, NC 27834",GREENVILLE,"35.5937572, -77.39662249999999"
NC2308,BEAUTY WORLD SUPPLY,NC,"2308 S MEMORIAL DR, GREENVILLE, NC 27834",GREENVILLE,"35.5974349, -77.39582229999999"
NC1631,SEREEN BEAUTY SUPPLY,NC,"1631 GREENVILLE BLVD SE, GREENVILLE, NC 27858",GREENVILLE,"35.5912529, -77.3454848"
NC1310,SEREEN BEAUTY SUPPLY,NC,"1310 CAROLINA AVE, WASHINGTON, NC 27889",WASHINGTON,"35.5588605, -77.06098039999999"
NC914,BEAUTY GIANT,NC,"914 E GREEN DR, HIGH POINT, NC 27260",HIGH POINT,"35.9531909, -79.9829361"
NC1677,BLACK STAR BEAUTY SUPPLY 2,NC,"1677 WESTCHESTER DR #140, HIGH POINT, NC 27262",HIGH POINT,"35.9496286, -80.03084830000002"
NC2850,BLACK STAR BEAUTY SUPPLY,NC,"2850 S MAIN ST #106, HIGH POINT, NC 27263",HIGH POINT,"35.95711, -80.00574000000002"
NC3716,HOLLYWOOD HAIR & BEAUTY,NC,"3716 W W.T.HARRIS BLVD SUITE B, CHARLOTTE, NC 28269",CHARLOTTE,"35.3348111, -80.794444"
NC2508,HOLLYWOOD HAIR & BEAUTY,NC,"2508 LITTLE ROCK RD, CHARLOTTE, NC 28214",CHARLOTTE,"35.2553472, -80.9408503"
NC201,IMAN PROFESSIONAL BEAUTY SUPPLY,NC,"201 W ARROWOOD RD, CHARLOTTE, NC 28217",CHARLOTTE,"35.1585489, -80.8767351"
NC3583,BEAUTY LAND,NC,"3583 MAITLAND DR, RALEIGH, NC 27610",RALEIGH,"35.7966751, -78.5820485"
NC1030,LEENA BEAUTY SUPPLY,NC,"1030 N ROGERS LN STE#147, RALEIGH, NC 27610",RALEIGH,"35.7864644, -78.5463458"
NC5563,DIVA BEAUTY SUPPLY,NC,"5563 WESTERN BLVD, RALEIGH, NC 27606",RALEIGH,"35.7839612, -78.7203754"
NC2431,HAIR DEPOT 6,NC,"2431 SPRING FOREST RD, RALEIGH, NC 27615",RALEIGH,"35.8596761, -78.596959"
NC216,DANIA BEAUTY SUPPLY,NC,"216 FOREST HILLS DR, GARNER, NC 27529",GARNER,"35.7076123, -78.62283579999999"
NC1419,ZAINA BEAUTY SUPPLY,NC,"1419 E FRANKLIN BLVD, GASTONIA, NC 28054",GASTONIA,"35.2617323, -81.1553859"
NC2549,HAIR DEPOT BEAUTY CENTER,NC,"2549 W FRANKLIN BLVD, GASTONIA, NC 28052",GASTONIA,"35.2569545, -81.2270557"
NC925,BEAUTY LAND,NC,"925 WARD BLVD, WILSON, NC 27893",WILSON,"35.7262145, -77.9333902"
NC814,QUEENS BEAUTY SUPPLY,NC,"814 WARD BLVD, WILSON, NC 27893",WILSON,"35.7166389, -77.9330267"
NC4000,NEW BEAUTY,NC,"4000 WARD BLVD, WILSON, NC 27893",WILSON,"35.7366867, -77.9033015"
NC3467,BEAUTY DEPOT,NC,"3467 AIRPORT BLVD, SUITE D, WILSON, NC27896",SUITE D,"35.7651832, -77.9489092"
NC907,BEAUTY LAND,NC,"907 N MIAMI BLVD, DURHAM, NC 27703",DURHAM,"35.9927342, -78.8692202"
NC3600,DUKE BEAUTY SUPPLY,NC,"3600 N DUKE ST #14, DURHAM, NC 27704",DURHAM,"36.0490948, -78.9040704"
NC3029,CHIC LADY,NC,"3029 MARKET ST, WILMINGTON, NC 28403",WILMINGTON,"34.241098, -77.8995689"
NC940,EZ HAIR BEAUTY,NC,"940 S CANNON BLVD, KANNAPOLIS, NC 28083",KANNAPOLIS,"35.4829189, -80.6129533"
NC7945,THE BEAUTY DEPOT,NC,"7945 LYLES LN NW, CONCORD, NC 28027",CONCORD,"35.3657339, -80.7141011"
NC2210,MAD FLAVORS BEAUTY SUPPLIES,NC,"2210 STATESVILLE BLVD, SALISBURY, NC 28147",SALISBURY,"35.6946772, -80.5057081"
NC3215,FANCY BEAUTY SUPPLY,NC,"3215 TEYLORSVILLE HWY, STATESVILLE, NC28625",STATESVILLE,"35.7967138, -80.9401464"
VA1459,FABULOUS BEAUTY SUPPLY 2,VA,"1459 SOUTH BOSTON RD, DANVILLE, VA 24540",DANVILLE,"36.5810616, -79.3412455"
VA2330,BEAUTY MASTER,VA,"2330 PORTSMOUTH BLVD, PORTSMOUTH, VA23704",PORTSMOUTH,"36.816921, -76.3278851"
VA23,HAIR GALLERIA,VA,"23 NEWMARKET SQUARE, NEWPORT NEWS, VA 23605",NEWPORT NEWS,"37.0192646, -76.4396162"
VA3041,THE HAIR PALACE,VA,"3041 MECHANICSVILLE TPKE, RICHMOND, VA 23223",RICHMOND,"37.5670143, -77.40071259999999"
VA449,HAIR PALACE SOUTHDISE INC,VA,"449 E BELT BLVD STE F, RICHMOND, VA 23224",RICHMOND,"37.5044696, -77.4733011"
VA9550,BEAUTY PALACE & SUPPLIES,VA,"9550 LIBERIA AVE, MANASSAS, VA 20110",MANASSAS,"38.7619392, -77.4601254"
VA6537,LUX BEAUTY,VA,6537 COLLEGE PARK SQUARE,Virginia Beach,"36.8090375, -76.21721389999999"
PA2140,Elegant Beauty 1,PA,2140 Wylie Avenue,Pittsburgh,"40.4457047, -79.9773211"
PA723,Hair Land&fashion,PA,723 Penn Avenue,West Reading,"40.4428801, -79.8860715"
PA220,Modern Hair Beauty Supply,PA,220 Brownsville Road,Pittsburgh,"40.4154472, -79.9876632"
PA533,Queen’s hair and beauty supplies,PA,533 East Ohio Street,Pittsburgh,"40.4535966, -79.99949389999999"
PA6113,Sky's the Limit Hair and Beauty Supply,PA,6113 Broad Street,Pittsburgh,"40.462011, -79.9225537"
PA10740,Hair World PA,PA,10740 Frankstown Road,Penn Hills,"40.4616813, -79.8404312"
PA1763,The Hair Depot PA,PA,1763 South Braddock Avenue,Pittsburgh,"40.4276474, -79.88580379999999"
IN5333,URban Beauty Supply,IN,5333 East Thompson Road,Indianapolis,"39.6934027, -86.0767539"
IN4621,The Hair Expo,IN,4621 Lafayette Road,Indianapolis,"39.832960, -86.239322"
IN10255,Supreme Hair Depot,IN,10255 East Washington Street,Indianapolis,"39.7733281, -85.98504679999999"
KY1145,BEAUTY TRENDZ,KY,"1145 4TH ST, LOUISVILLE, KY 40203",LOUISVILLE,"38.2381851, -85.7597852"
KY4443,FAMOUS HAIR BEAUTY SUPPLY,KY,"4443 CANE RUN RD, LOUISVILLE, KY 40216",LOUISVILLE,"38.1960531, -85.8398559"
KY5711,FAMOUS HAIR BEAUTY SUPPLY,KY,"5711 PRESTON HWY, LOUISVILLE, KY 40219",LOUISVILLE,"38.1517025, -85.6980186"
KY139,BUNDLES N WIGS,KY,"139 E NEW CIRCLE RD STE 110, LEXINGTON, KY 40505",LEXINGTON,"38.0648027, -84.4677639"
WI2640,HAIR ZONE,WI,"2640 W FOND DU LAC AVE, MILWAUKEE, WI 53206",MILWAUKEE,"43.0673487, -87.94694"
SC4950,Beauty master center ( SC4950),SC,4950 center pointe dr,North Charleston,"32.906963, -80.046367"
IN3307,Diva Beauty Supply IN,IN,3309 East State Boulevard,Fort Wayne,"41.09785189999999, -85.0970128"
IN5509,Hair and Beauty Depot - Fort Wayne,IN,5509 Coldwater Road,Fort Wayne,"41.1299788, -85.1405561"
IN2350,Hunt's Beauty Supply,IN,2350 Hickory Road,Huntington,"41.6749871, -86.2847589"
IN244,Hunts Beauty Supply South Bend,IN,244 South Olive St,South Bend,"41.670566, -86.2796195"
IN2338,Zuri Beauty Supply,IN,2338 East Stop 11 Rd,Indianapolis,"39.6512993, -86.12069760000001"
VA443,The hair palace south side (VA443),VA,443 e belt blvd ,Richmond,"37.491334, -77.447545"
NC2605,Hair city beauty supply (NC2605),NC,2605 E elm st,Greensboro,"35.368006, -77.95759009999999"
NC1033,Baly beauty supply (NC1033),NC,1033 Randolph st,Thomasville,"35.2235941, -80.8247192"
SC2716,Blush beauty supply (SC2716),SC,2716 Anderson rd ,Anderson,"34.8148109, -82.443708"
SC1346,Hair depot (SC1346),SC,1346 bypass 72 NE ,Greenwood,"34.2150571, -82.1511862"
GA265,VIP beauty supply (GA265),GA,265 Tom Hill sr blvd,Macon,"32.8967738, -83.6894377"
IN2455,Hunts Beauty Supply Elkhart,IN,1712 South Nappanee Street,Elkhart,"41.6714533, -86.0015317"
GA204,Queen beauty supply (GA204),GA,"204 Manhattan St, Americus, GA 31709",Americus,"32.0628236, -84.2238383"
IN2304,Unique beauty supply (IN2304),IN,2304 Lincoln way w ,South Bend,"41.6876918, -86.28268899999999"
